51.073931,17.042371
54.7659527,17.5710868
50.9646912,18.2789968
54.1813643,15.5944818
54.313889,18.266111
49.5788456,19.626007
49.7191683,19.2105536
53.868056,21.503611
52.3504247,15.3393145
53.9675,21.776667
53.7341961,21.5620513
51.1925368,22.5287471
49.324167,19.985
53.844444,21.56
54.7775282,18.4562213
50.0155172,19.9245287
53.703333,21.547222
51.1422246,16.239993
51.5123435,17.8482062
53.84,21.2075
54.0473635,19.039976
54.5764071,16.8807074
54.761944,17.538889
54.3418334,19.1179102
53.903611,20.0275
52.446944,16.788056
54.1469792,21.7477806
53.7801445,21.3363804
50.9044789,16.008726
52.0535231,23.5626252
52.4975,18.138056
54.4305289,18.5873047
54.7659554,17.5730121
54.3203907,18.1182156
54.0542619,22.1395765
52.4647498,15.5036313
52.490879,15.5438961
52.5132208,15.4429258
52.5734921,15.4319651
53.7870951,20.3993263
53.3957067,14.6367954
53.2041004,17.9508356
53.3733131,14.6344443
54.1372327,16.3540881
54.1372201,16.3524707
50.8644801,14.8276841
50.7009071,19.4289945
50.5769263,19.4785773
51.2919898,15.0219526
54.2070609,15.7302172
53.0066625,15.9541998
52.8958997,16.0150966
54.2525488,16.0214641
50.0809163,22.2456244
51.81315,18.71425
49.61489,22.27559
53.43744,18.41639
50.3309829,23.3605015
51.45062,19.97087
49.5130286,19.2211732
54.7616296,17.6549341
54.7554459,17.5513922
54.7573554,17.5466831
54.7611057,17.5405252
54.7619423,17.5654415
53.6906459,21.3986548
52.0584081,14.7729727
54.3694793,18.7299401
52.4617429,14.8696509
53.7973384,21.8744088
53.94528,21.7468366
53.9704601,21.7645206
54.4228883,16.4019401
52.0428731,14.7768823
54.8110818,17.8373202
53.5891291,16.0221525
49.5657703,22.2119532
49.9487053,18.3526396
54.8309181,18.3279953
54.3590063,19.6955714
49.7514726,19.2107712
54.8277383,18.0933444
54.8290689,18.0868883
54.3456866,19.1131407
52.4010341,17.9457379
54.0452285,19.0262738
52.2171136,15.3957839
50.5767951,19.4821339
54.2630173,16.0726055
53.6899478,21.7465674
53.6934665,21.7378309
54.076009,16.3942829
54.0727523,16.3911097
54.0719704,14.9869036
54.6219581,16.9863593
54.6231039,16.9848783
54.7968698,17.8389565
52.6925101,23.8309474
50.6768262,15.9688458
50.0611035,22.4835966
50.2805961,22.5151672
54.543395,18.2642496
54.6780873,18.7239761
54.5047037,16.4661698
51.5337014,14.7194937
52.709146,21.1179994
51.5958308,21.5398059
53.5752047,20.6047757
50.36016,18.6509258
50.5447236,18.9817285
50.5468717,18.968812
53.7361972,22.4040795
52.7559471,15.7262661
50.101704,21.4490407
